image_i,image_j,keypoints_i,keypoints_j,raw_matches,filtered_matches,ransac_inliers,inlier_ratio,mean_epipolar_error_all,median_epipolar_error_all,mean_epipolar_error_inliers,median_epipolar_error_inliers,max_epipolar_error_inliers,fundamental_matrix
PXL_20260519_151332564.jpg,PXL_20260519_151345818.jpg,2343,1437,2343,18,8,0.4444444444444444,113.7246047936721,18.932452073274632,0.11606876053530871,1.1155718402493687e-13,0.9285500842789872,"[[5.683514613945508e-06, 1.753239663256935e-05, -0.008180427534678377], [1.6547507346772696e-05, -6.751416625920618e-05, 0.00883806609321119], [-0.012053712094863863, 0.022175007553354237, 1.0]]"
PXL_20260519_151332564.jpg,PXL_20260519_151346396.jpg,2343,1832,2343,10,7,0.7,57.30753061557772,2.1871743463456347e-13,1.5262665834848029e-13,1.6758132820442866e-13,2.845508744640251e-13,"[[-4.959962205712911e-07, 3.6636998542653494e-06, -0.0013833118580535175], [7.058381875689111e-06, -1.876626610505555e-05, 0.002777875061948983], [-0.0018167659103638198, 0.001445356620822296, 1.0]]"
PXL_20260519_151332564.jpg,PXL_20260519_151348662.jpg,2343,2027,2343,22,8,0.36363636363636365,184.2591684645805,64.05427456339817,0.05676127143245699,3.7316094356632e-13,0.45409017145548053,"[[1.1049891728956242e-06, 5.947140302526569e-07, -0.001317256892957289], [-7.639248125873121e-07, -1.261212136038721e-06, 0.001389952701758815], [-0.001123507691778586, -2.8306350356861587e-06, 1.0]]"
PXL_20260519_151332564.jpg,PXL_20260519_151348666.MP.jpg,2343,2017,2343,21,9,0.42857142857142855,1556.4762768878002,67.07648002414527,0.1110786423896648,2.740289939025648e-13,0.7760421701634532,"[[3.0750054289488647e-07, 3.586249550962824e-06, -0.0024617963986099177], [-3.915773253134396e-07, -4.837989264472395e-06, 0.0032951062686211825], [-0.0006303381425873108, -0.0005018746245143814, 1.0]]"
PXL_20260519_151332564.jpg,PXL_20260519_151349320.jpg,2343,2069,2343,23,10,0.43478260869565216,177.36548360597598,1.5432082466815416,0.02973272136676427,1.9595716705025036e-13,0.18051544262962255,"[[3.682460622199118e-07, 6.141587846128156e-07, -0.0010631418229216068], [-1.5332440900291742e-06, 2.6098529499083887e-06, -5.984018297804625e-05], [-2.36386513663344e-05, -0.0011125309633102792, 1.0]]"
PXL_20260519_151332564.jpg,PXL_20260519_151350017.jpg,2343,1703,2343,14,8,0.5714285714285714,140.1473210272797,2.6344192869288316e-13,1.3455065540670112e-13,1.0706184462704828e-13,3.392762158201989e-13,"[[2.1641589566548905e-07, 6.14340549802057e-08, 1.3473994934778883e-05], [-7.357106900074298e-07, 6.017876409962354e-07, -0.0007315129570260228], [-5.150698062939566e-05, -0.0012005982287050156, 1.0]]"
PXL_20260519_151332564.jpg,PXL_20260519_151350510.jpg,2343,1174,2343,20,10,0.5,91.41273886904159,13.714990760086112,0.02646230112753279,2.9152741641219174e-13,0.1759484296938421,"[[3.022847411517561e-07, -1.0318639750452996e-06, 0.00030748325769522556], [4.23315696540702e-06, -4.398372627417681e-06, -0.001777223295096805], [-0.0024879368410364155, 0.002658603173285864, 0.9999999999999999]]"
PXL_20260519_151332564.jpg,PXL_20260519_151351118.jpg,2343,1076,2343,16,9,0.5625,63.93340463527846,0.01909204007441619,0.004242675572652451,8.41044745486405e-13,0.02421887835634425,"[[-4.736790178138711e-08, 1.1191503496981902e-06, -0.0002661603390524464], [-2.8007398220300616e-06, 1.0028623814383839e-05, -0.001505732447957677], [0.0016381771223127194, -0.006336404876854223, 1.0]]"
PXL_20260519_151332564.jpg,PXL_20260519_151351653.jpg,2343,902,2343,30,9,0.3,148.58920869335435,44.200460789517706,0.10836967240845358,3.3488379712345577e-12,0.6743787442953312,"[[-1.2191138294558125e-05, 2.0015157581768642e-05, 0.0010456895698864068], [6.416464895927842e-06, -2.982995526358859e-07, -0.0032395563881656314], [0.005903767386003581, -0.015426616202352104, 1.0]]"
PXL_20260519_151332564.jpg,PXL_20260519_151352188.jpg,2343,817,2343,16,9,0.5625,97.09062531128934,0.16171532941711175,0.035936739870684166,3.9497818431149537e-13,0.32343065883363264,"[[-8.891529485451807e-08, 1.8668100887724316e-06, -0.00046572124309675436], [-1.2942398371300994e-07, 2.9036180784257494e-06, -0.0012345787721004524], [0.00013330356576193798, -0.002899760350925638, 1.0]]"
PXL_20260519_151332564.jpg,PXL_20260519_151352810.jpg,2343,742,2343,33,10,0.30303030303030304,176.5343892456436,48.22137437049495,0.1299559088074867,4.086228094420808e-13,0.6529649982329392,"[[4.703219809140508e-08, 9.193358611576352e-07, -0.0007758523180878316], [2.659761213493243e-07, 8.652143232802841e-07, -0.0008160101343594369], [-0.00018017720689326614, -0.0011287743338655716, 1.0]]"
PXL_20260519_151332564.jpg,PXL_20260519_151359033.MP.jpg,2343,735,2343,29,10,0.3448275862068966,95.91933928374749,44.335695504548106,0.01922763491057435,1.0179508291985553e-13,0.19227634910407773,"[[-5.123936014828502e-07, 4.439787848365344e-07, 0.00024465961985254363], [-4.268778380445485e-07, 3.1309494833538086e-06, -0.001736336945073391], [0.0006438434666467996, -0.00241848766830445, 1.0]]"
PXL_20260519_151332564.jpg,PXL_20260519_151359556.jpg,2343,833,2343,26,10,0.38461538461538464,153.87392195468584,66.2821951759924,0.11981157679254968,2.1711462069950735e-13,0.474520986355087,"[[1.4943176075021193e-06, -1.593920514877457e-06, -0.0006511786416894176], [2.382271026120388e-06, -2.103023632462165e-06, -0.0010113685699735808], [-0.002325700796218329, 0.0022601669138158148, 1.0]]"
PXL_20260519_151332564.jpg,PXL_20260519_151400212.jpg,2343,996,2343,13,7,0.5384615384615384,105.68840496699457,2.358669555666881e-13,7.720074871656113e-14,7.227453833261196e-14,2.358669555666881e-13,"[[4.5564873176478026e-07, -4.157165986420425e-07, -0.0004097749750619935], [8.633912125966184e-07, -2.235962561791744e-06, -0.0003631451967091812], [-0.0010760212617899336, 0.0008685089117925852, 1.0]]"
PXL_20260519_151332564.jpg,PXL_20260519_151400743.jpg,2343,892,2343,34,11,0.3235294117647059,76.19040698651047,37.462947239227304,0.03544467844492178,3.8598447602158916e-12,0.3556286763788573,"[[7.565877756815095e-07, -6.084265519774425e-07, -0.0004701158143324619], [2.3958606014700714e-06, -1.6162381821794563e-06, -0.0015450872434082461], [-0.0015746121350706155, 0.0011473719225155875, 1.0]]"
